Unit 2,Understanding ideas,shout,v.,大声说；喊叫,"""What are you doing here?"" he shouts in a very angry voice.",Don't shout at me — I can hear you!
Unit 2,Understanding ideas,gate,n.,大门,The Giant closes the gate and builds a high wall around the garden.,Meet me at the school gate after class.
Unit 2,Understanding ideas,build,v.,建造；盖,The Giant closes the gate and builds a high wall around the garden.,My dad helped me build a bookshelf.
Unit 2,Understanding ideas,since,prep./conj.,自从……以来,"Since then, he hasn't seen a child there.",I've known her since primary school.
Unit 2,Understanding ideas,nor,conj.,也不,"But spring never comes, nor summer.","I don't like coffee, nor does my mum."
Unit 2,Understanding ideas,hole,n.,洞；孔,The Giant sees a hole in the wall.,There's a hole in my sock!
Unit 2,Understanding ideas,glad,adj.,高兴的；开心的,The trees are so glad that they have covered themselves with flowers.,I'm so glad you came to my party.
Unit 2,Understanding ideas,knock,v.,敲,He knocks down the wall.,Please knock before you come in.
Unit 2,Understanding ideas,knock down,phr.,摧毁；拆毁,He knocks down the wall.,They knocked down the old house last week.
Unit 2,Understanding ideas,afraid,adj.,害怕的；恐惧的,The children look afraid.,I'm afraid of spiders.
Unit 2,Understanding ideas,message,n.,（故事等的）寓意；要旨,Choose the message of the passage.,"The message of the film is ""never give up""."
Unit 2,Understanding ideas,double,adj.,双倍的；两倍的,Shared joy is a double joy.,Can I have a double portion of rice?
Unit 2,Understanding ideas,understanding,n.,理解,Write a short story about understanding between people.,A little understanding can fix most arguments.
Unit 2,Understanding ideas,return,v.,返回；回来,"The children have returned, and the garden is lively again.",When will you return from Beijing?
Unit 2,Understanding ideas,lively,adj.,充满活力的；生气勃勃的,"The children have returned, and the garden is lively again.",Our class is really lively in the afternoon.
Unit 2,Understanding ideas,theirs,pron.,他们的（东西）,The Giant tells the children the garden is theirs.,"This classroom is ours, and that one is theirs."
Unit 2,Grammar,grade,n.,年级,We have been friends since Grade 3.,My little brother is in Grade 5.
Unit 2,Grammar,article,n.,（报刊的）文章,"Complete the news article with for, since or the correct form of the words in brackets.",I read an interesting article about pandas.
Unit 2,Grammar,priceless,adj.,极其贵重的；无价的,"Free ice creams, priceless gifts.",Grandma's old photos are priceless to me.
Unit 2,Grammar,offer,v.,提供；给予,"Every year, on his birthday, he offers free ice creams.",Let me offer you some help with your bags.
Unit 2,Grammar,plan,v.,计划,"This year, Uncle Jimmy plans to give away 800 ice creams.",We plan to visit the museum this weekend.
Unit 2,Grammar,quite,adv.,很；较为,People have been quite stressed recently and I want to help.,This maths problem is quite hard.
Unit 2,Grammar,stressed,adj.,焦虑的；紧张的,People have been quite stressed recently and I want to help.,I feel stressed before big exams.
Unit 2,Grammar,recently,adv.,最近；近来,People have been quite stressed recently and I want to help.,Have you seen any good films recently?
Unit 2,Grammar,online,adv.,从网上；在网上,He has made many friends online since then.,I bought this game online.
Unit 2,Developing ideas (听说),ticket,n.,票；入场券,Let's buy our tickets now.,"Two tickets for the 7 o'clock film, please."
Unit 2,Developing ideas (听说),true,adj.,真正的,True friends will respect your feelings.,A true friend tells you the truth.
Unit 2,Developing ideas (听说),respect,v.,尊重；顾及,True friends will respect your feelings.,We should respect other people's ideas.
Unit 2,Reading for writing,narrow,adj.,狭窄的,Narrow lanes are very common in China.,The street is too narrow for two cars.
Unit 2,Reading for writing,lane,n.,……巷（常用于路名中）,"Liuchixiang (Six-chi Lane) in Tongcheng, Anhui, is perhaps the most famous one.",There's a quiet lane behind our school.
Unit 2,Reading for writing,unit,n.,（计量用的）单位,"They are usually about two metres wide, or six chi in traditional Chinese units.",The metre is a unit of length.
Unit 2,Reading for writing,perhaps,adv.,可能；大概；也许,It is perhaps the most famous one.,Perhaps we can play basketball after school.
Unit 2,Reading for writing,argue,v.,争论；争吵,"Two local families, the Zhangs and the Wus, argued over the dividing line between their houses.",My sister and I sometimes argue over the TV.
Unit 2,Reading for writing,divide,v.,（把……）分开,They argued over the dividing line between their houses.,Let's divide the class into four groups.
Unit 2,Reading for writing,dividing line,phr.,分界线；界限,They argued over the dividing line between their houses.,The river is the dividing line between the two towns.
Unit 2,Reading for writing,reach,v.,实现；达成,They couldn't reach agreement.,The two teams finally reached a decision.
Unit 2,Reading for writing,agreement,n.,（意见的）一致；相合,They couldn't reach agreement.,We came to an agreement about the trip.
Unit 2,Reading for writing,reach agreement,phr.,达成一致,They couldn't reach agreement.,"After a long talk, we reached agreement at last."
Unit 2,Reading for writing,relative,n.,家人；亲戚,"Their relative, Zhang Ying, had a position high up in the government.",We visit our relatives at Spring Festival.
Unit 2,Reading for writing,government,n.,政府,"Their relative, Zhang Ying, had a position high up in the government.",The government built a new library in our city.
Unit 2,Reading for writing,poem,n.,诗；韵文,They opened it to find a poem inside.,We learnt a poem by Li Bai today.
Unit 2,Reading for writing,inside,adv.,在……里面,They opened it to find a poem inside.,It's raining — let's go inside.
Unit 2,Reading for writing,neighbour,n.,邻居；邻人,They stepped back three chi for their neighbour.,Our neighbour has a very cute dog.
Unit 2,Reading for writing,act,n.,行为；举动,This act deeply moved the Wu family.,Helping the old man was a kind act.
Unit 2,Reading for writing,pass,v.,（时间）过去；流逝,Hundreds of years have passed since then.,Three years have passed since we first met.
Unit 2,Reading for writing,whenever,conj.,每当,"Whenever they walk down the lane, they remember how kindness encourages more kindness.","Whenever I'm sad, I listen to music."
